Prompt,Value
very true! what is your favorite season? mine is summer.,0
"i think fall, i enjoy making fall season dishes.",0
"cool, i can only type with one hand.",0
what has happen to your other hand?,0
i hit all the wrong keys with it,0
my goodness! can you play any instruments? i play drums in a band,0
"i do not, but my favorite insect is butterflies!",0
butterflies are a beautiful creation for sure!,0
"they are, even though i love summer i hate summer dresses",0
summer dresses are not bad for date night dinners. what do you wear then?,0
hi how are you doing? i like to work out do you?,0
"org, i saw justin bieber, the artist, he is my favorite!!!",0
wow wished i could have seen him that must have been awesome.,0
"i love when i go horseback riding, its like i work out",0
i work out as much as i can and sometimes i do not get enough.,0
"i am a proud mother of two handsome boys, and you?",0
yes i am a proud mother of one beautiful daughter.,0
"i take my family camping just about every month, wanna go?",0
i wished i could i bet you have an awesome time.,0
"we live in aruba, in a van down by the river",0
wow i am all the way in jersey. i love learning new things.,0
"jersey, like jersey shore? girl we need to hook up, get our hair did",0
yes i wished we could how far is aruba never been that far.,0
"i will ship you some moon fish, in a box with ice on it",0
oh that is sweet thank you so much enjoy your night. sweetie.,0
"1, 921 miles to be exact",0
that is very long ways along from where i am.,0
"later gator, after while crocodile, not to soon baboon",0
d. c is crazy polarized these days.,0
i bet!,0
you would win.,0
what do you do on your spare time?,0
nationals baby! love the game.,0
i am a professional horse racing handicapper!,0
i work for gov cannot say which agency,0
i am raising money to open my horse racing teaching program,0
cool! you on kick starter or something?,0
something like that,0
"careful, i understand there are some real legal pitfall with those crowd sourcing sights",0
yeah definitely!,0
hi how are you today,0
"hi, i just love the farm life!",0
hi how are you today,0
i am fine thank you. i cant wait for breakfast!,0
what will you eat then,0
i am certainly having eggs! hopefully my chickens will have eggs.,0
nice let me have some fresh eggs,0
i raise the chickens on my farm here in kansas.,0
nice where do you work,0
i work right here at home on the family farm in kansas.,0
do you listen to music,0
all the time in my truck that i know how to drive.,0
what kind of truck is it,0
the kind of truck that can handle on dirty farm in kansas!,0
wow you sound like a cool guy,0
"i am just a regular farmer from kansas, born right here.",0
"hello, how is it going?",0
"hello there, good thanks! yourself?",0
just took a long refreshing walk,0
nice! i just got off work at the coffee shop as a barista.,0
cool i love iced coffee,0
me too! i also enjoy designing jewelry during any spare time i have.,0
i am carefree and happy all the time,0
every once in a while i love to go to craft shows that occur on the weekend.,0
ok. i like listening to music on the lake,0
i prefer reading. i especially love the bible.,0
you can never go wrong with the bible,0
i usually stay at home with my boyfriend in our apartment.,0
cool do you knit by any chance?,0
no i do not. i would love to learn.,0
it is very simple and easy,0
i bet once you get the hang of it.,0
hi how are you today?,0
hi how are you!?,0
"i am great thank you, what is your favorite color?",0
i am great! my favorite color is purple.,0
mine too! i wear a lot of that color. ll,0
i just got off work from the coffee shop and i am tired.,0
i bet. i have been studying to become a doctor.,0
i am going to school for teaching. its what my parents do.,0
that is great. what is your favorite music genre?,0
grunge. i am actually in a band with my sister.,0
very cool! i love van haven.,0
i have got homework to do. bye!,0
howdy! hope are well this fine day,0
hello! any plans for today?,0
"i am planning to fix my corvette, i am a experienced mechanic you see. any plans yourself?",0
nice! i will be going to my christian church this afternoon,0
do you go regularly? do you have any hobbies?,0
"i go every weekend. and i do, i love watching scary movies and you?",0
i love to surf as i am currently living on coast of california,0
"that sounds so fun! i have been reading stephen king books, they are my favorite",0
it is fun! lol. i personally prefer watching tv myself,0
tv is too much technology for me,0
how about a toaster? lol,0
i have used it once or twice,0
"hello! despite my age, i love meeting new people",0
that is cool. do you eat meat? i like it too much. lol,0
i actually do not because i am really into animals,0
oh you must be a vegan.,0
it is rare for my age but i want to save the earth for my family.,0
"i would be a vegan too, but pork just tastes too good to me.",0
do you have any family?,0
"it is wonderful to eat lots of fruits and vegetables, but i am too lazy.",0
well maybe one day you will feel like it. retirement helped inspire me.,0
i live with my parents and do all the shopping for the household.,0
that sounds nice! i am retired now so i am all on my own.,0
i have not even had a job yet. lol,0
well your time will come! i used to program computers.,0
it might not. i play the lottery and hope to win instead of work.,0
hello how are you today?,0
i am doing better now. just had a mild asthma attack,0
oh no! glad to hear you are better,0
"thank you, i enjoy dance way too much and i just over did it",0
"i understand, i have bad allergies and living in a rural area does not help",0
i think it has something to do with being 6 feet tall,0
where i work we could use some people who are six feet tall,0
i am good at running and was a hockey player. do i suit the position?,0
at amazon we always need good runners,0
then maybe i will apply!,0
"great, they have good work life balance",0
what else do you enjoy?,0
i love playing with my kids,0
"nice, how many do you have?",0
hi how are you today? sorry!!,0
i am well. listening to some blues this morning,0
is that your favorite music?,0
actually my favorite is prince. do u have any hobbies?,0
i love baseball its the best!,0
do u play or just like to watch?,0
i love the watch. go nats!,0
nice! do u speak any other languages?,0
i do not but i would love to learn. you?,0
i can only speak english and spanish. what do u do for work?,0
i work for the government but do not tell anyone,0
i certainly wo not! i do data entry its a tad boring. yours sounds exciting.,0
yeah but i always gotta watch my back,0
oh no! sounds a bit unsafe!,0
yeah it keeps me on edge that is why i watch baseball,0
i can imagine so! i would love to learn to cook chinese. my mom was half chinese.,0
"hi! i am sitting here enjoying my favorite drink, a caramel cappuccino. you?",0
hi how are you today?,0
doing pretty good since i got off of work from the coffee shop an hour ago.,0
do you have any pets then?,0
no. do you? do you live near your parents? mine are living across the street.,0
i have a huge husky it is sweet,0
i love huskies! do you read books? i love books about true crime.,0
i mostly just play my nintendo,0
old or new version? i love playing on both. did you get the new old system?,0
"i play both, and no those ran out too fast",0
"i got the first old one, but i did not care to get the super nes.",0
yeah they share similar games anyway,0
yea and a rip off since it is more than the first version was.,0
yeah they just want our beautiful money,0
yep. what is your favorite food?,0
probably fish it is great,0
hi how are you today,0
i am fine thank you i am a older woman.,0
where do you work at,0
i am living on a social security check not good.,0
why do you not work,0
i used to work but then i became disabled.,0
how did you get disabled then,0
i baby sit for a woman who lives close to me.,0
do you enjoy doing that,0
sometimes it is okay i love children.,0
how many do you have,0
i have one child a girl well she is a woman now.,0
nice do you have any pets,0
yes i have a cat my best color is yellow what is yours?,0
"hi there, how is your evening going?",0
doing ok. just going thru my cd collection.,0
you still own a cd collection?,0
"yeah, a large one. i record myself playing the bass.",0
oh wow. that is cool. i wish i had time to learn an instrument like that,0
its not hard. i love the beatles so i learned listening to them.,0
wow. i listen to the beatles in my ford mustang on my way to work,0
in my spare time i collect vintage furniture and stamps.,0
"i wish i could collect ford mustangs. even though i work 3 jobs, i am still broke",0
i just have a ford focus.,0
i would walk way more than 2 miles a day if i had a ford focus,0
this new one is more computer than car.,0
"i want to see, but i have worked 3 jobs at the same time for over 5 years!!!!!!",0
are they not paying you enuf?,0
clearly not. maybe i just go to the movies way too much,0
ah. i would ask for a raise.,0
"hello, i am donna. what music do you like listening to?",0
"i am not much into music, but i love reading and telling stories.",0
favorite band is the rolling stones. it started my love for playing guitar.,0
"oh, do you play often? what do you do for work?",0
a nurse. my mother worked as a nurse. so they inspired me to be one as well.,0
what a nice story! i hope i can inspire my daughters as well!,0
i am sure you already are.,0
"i am an english teacher, but i want to be a writer one day. do you like stories?",0
i do. what type of writer do you want to be?,0
"well, probably a story about losing my husband a few years ago.",0
oh no. i am so sorry to hear that.,0
"thanks. its ok, i still have my daughters",0
that is right.,0
do you have any kids?,0
"hello there, how is your day going?",0
so far so good. sitting here reading a book,0
"me too actually, at the hospital. crashed my car for a second time",0
oh no hope you are going to be ok.,0
"me too, i feel like i have been watching too much tv",0
my husband is working the night shift as a cop,0
"so, you are lonely? you need to play some sports and get outside like me.",0
i love to go to the beach when it warms up i plan on going,0
"well that is good. water is essential for life, as well as food you know",0
yes! when i am not at the beach i love to teach it is my passion,0
"i hate teaching actually, students are quite annoying",0
"yes, they can be for sure",0
where do you come from?,0
i am from the midwest and you?,0
i just spent the last 4 hours cleaning! i am so happy!!!,0
you are amazing! good work?,0
oh yes! i am going to watch 4 movies this afternoon. you?,0
you are perhaps repeating the number 4 for some reason? i am going to be famous.,0
doing what? i am way to exhausted to be famous. so so tired.,0
maybe you need some coffee and then you will be famous!,0
"maybe, i can get that from mcdonalds! i eat there every night.",0
do you like being outside? i hike.,0
"no, it is too dirty! where do you hike?",0
in new zealand. someday my photographs will be in an adam levin video.,0
goals!! that just sounds like exhausting work. i am tired thinking about it.,0
i think with enough coffee and booze anything is possible,0
so very true. i think adam levin should be in so many movies.,0
i actually do not know about that. i want amy adams in more movies.,0
"she is good too. hey, do you have a drinking problem?",0
a drinking coffee problem it is giving me ulcers,0
i love my french bulldog macy,0
is it expensive to have a dog? sounds expensive.,0
yes my foot size is a 10,0
did you pay full price for your shoes?,0
i did i went to sears,0
i do not like to pay full price for things that i buy,0
i do not either but these were cute,0
"there is always something better to do with the leftover money, something that will help everyone.",0
oh i agree charities are the best,0
"i agree with you, i donate as much as possible",0
i am listening to red hot chilli peppers,0
i am listening to a new band i discovered called cold cave,0
is it awesome? i bet it is,0
"its pretty good, something a little different",0
how are you doing today,0
i am great! i have been taking care of my grandma. how are you?,0
i am good. i teach kids.,0
that is so great! i work at the bank down the street.,0
how do you like that?,0
i would rather be home to take care of my grandma more. she lives in my guesthouse.,0
that must be a lot of fun,0
it is nice to have her here. what are your hobbies?,0
i like to be outdoors most of the time,0
that is nice. i enjoy collecting teapots and spending time with my cats.,0
how many cats do you have,0
i have 3 but i used to have 4. my ex husband took one in the divorce.,0
do you miss the cat,0
yea very much so. it has been 2 years since seeing her.,0
that would be so very sad,0
yeah it was. at least i have my 3 and my grandma to keep me company.,0
hi! i have four children two human and two canine.,0
that is wonderful that you consider your dogs kids,0
they truly are like kids sometimes. do you have pets?,0
"no, i do not but i love them and hope to get one",0
"dog or cat? i love cats, too.",0
all animals? i am an advocate for them as well through my job at peta,0
you work at peta? great! i teach elementary school.,0
that is rewarding! and yes i do i also like to make clothing on the side,0
sounds like you are busy. what kind of clothes?,0
"yes, i try to stay busy. i make kids clothing",0
do you have many customers?,0
"yes, i get alot of customers online.",0
good. internet is the best way to find stuff.,0
"yes, it also helps me with ideas for my vegan meals!",0
i have never tried vegan diet. what is your favorite dish?,0
i love to make vegan burgers with soy beans and other vegetables,0
"hello, how are you today?",0
"hi, i am great. looking forward to going to see some horror movies for halloween.",0
that sounds like fun. i am currently into silicon valley.,0
"oh, nice. is that where you are from? i still live with my grandmother.",0
"i live at home with my two sisters and my mother, who is a dentist.",0
interesting? do you work? i would like to become a music teacher.,0
i work in a bakery. also i play tennis a lot. you have any hobbies?,0
i enjoy playing the violin. do you have a favorite color?,0
my favorite color is orange. you have any siblings?,0
i like red orange! i have a younger brother.,0
so are you still in school?,0
"yes, studying music education. how about you?",0
i wish. my work as a baker takes up to much of my time.,0
you probably have to get up early. i stay up late watching movie often.,0
yes i do. i stay up too late sometimes binge watching silicon valley.,0
"i watch a lot of horror flicks, have not seen silicon valley",0
"hey there, what do you do for a living?",0
hey! just a artist living my life. how about you?,0
"i am working for ibm, but i hope to retire within the next 10 years.",0
nice! i would love to retire early and spent the rest of days with my cat.,0
yeah i am thinking hawaii sounds nice. but i may be too tall to surf.,0
i agree. my cat would love the sun and beach too. bet their nights are great too.,0
"yeah, the beach will be very different then where i am in chicago.",0
yes and way different than nyc. but the nighttime here is freakin great.,0
haha yeah last time i was in nyc everyone thought i played for the knicks.,0
really! you must be very athletic then.,0
not at all. i am just really tall. about 7 feet.,0
oh my god! that is huge! maybe you should play basketball professionally.,0
i do not think i would be very good.,0
practice can always help. but i am sure competition might be intimidated.,0
hello there how are you doing today?,0
"i am doing great, just got home from my favorite store, costco.",0
oh cool i love costco i go there to get cakes i really enjoy a good cake,0
"mmmm cake. on the way home i listened to jacob sartorius, my favorite singer.",0
i will have to look him up later. my niece and nephew may know him.,0
its not worth looking up. the pastime activity i enjoy the most is simply cloud watching.,0
amazing i watch clouds all day. i am about to finish my degree for meteorology.,0
its not all the different than my idea of flirting.. to stare from a distance,0
oh i need a bit more than look on. have any family? i have a sister,0
yes i have 7 children and i am really struggling,0
i am sorry to hear that. i am also struggling here watching my parents in their last moments.,0
i am nothing but a snake oil salesman with a dead end 9 5,0
i hope you find something worthwhile soon. i know its hard,0
quietly sobbing in dark cubicle,0
hurry up. i need to go meet up with my friends,0
where are your friends? i have to go work on an electrical unit.,0
in lower manhattan. they are at a new bar,0
that is cool. my dad worked doing dry wall but i chose to go into electrical.,0
i do meetings. i get you and another guy on point to meet up.,0
my mom is a nurse and she is good at what she does. cool.,0
my mom lives over in seattle and i visit her whenever i can,0
meetings for what? i go to school and study history.,0
i coordinate anyone anywhere. i help the doers in the world make connections,0
sounds exciting. i play a lot of softball in my free time. you?,0
travel. i love getting out on my bike and just driving,0
nice. i bet that just lets all the worry disappear for awhile.,0
"oh, yea! sometimes gotta leave the husband and kids behind and just embrace the road",0
i wish i could do that.,0
hi... how are you doing today?,0
hello! i am well. just developing some of my film.,0
oh nice... i really love to draw,0
do you draw thunderstorms? i like listening to them.,0
i mainly draw things that are blue,0
blue is pretty. do you want to know something crazy?,0
yes i love blue... sure tell me,0
i almost burned down my house yesterday.,0
oh wow that is crazy one of my 4 sisters did that before,0
"i am not a morning person, and forgot my candles were burning all night.",0
we are not allowed to have candles in my apartment,0
i should stop using them. but i save on electricity.,0
well candles are a good way to do that,0
"yeah, it helps with the bills. what do you do for fun?",0
sometimes i help in my mom classroom she is a teacher,0
that is nice of you. what does she teach?,0
hello my name is jake how are u,0
i am great. i needed to take a break from studying,0
i know the feeling just took my husky tyrion on a walk,0
i bet that gives you good exercise. i get most of mine biking to school,0
sadly i did not get that luxury in canada the roads are steep,0
oh you are in canada? i am lucky my school is only a mile from me,0
"yeah and school was 13 miles away, whats your favorite food?",0
anything that is quick. that i can eat while i am on my new laptop,0
nice i love my laptop as much as i love tilapia,0
haha tilapia is yummy. my laptop is great but the battery is horrible,0
haha i know that my rc cars would lose races if their battery was like my laptop,0
that sounds like a lot of fun. i am a writer during my spare time,0
i got into it helping my nephew so we race together,0
that is a really great bonding experience.,0
yeah i do not have kids so its nice,0
me neither. so what do you look like?,0
"hey there, tell me about yourself",0
"hello, how are you tonight?",0
"i am tired, i am studying philosophy at mass.. lots of homework",0
"that seems tough. i am a scientist, so know the struggle of long days",0
you think you know the struggle? are you even vegan? i am actually vegan,0
"no, i am not. i am pretty well built though",0
really? what color are your eyes? mine are brown,0
brown eyes.. just like the beatles song. i love them,0
"wow, you know what i love? going to concerts..",0
too bad the beatles are not around anymore. we could go together.,0
"i am pretty wild, i do not know if you could hang",0
oh i can hang. you have not met me yet,0
"look i am a proper badass, like angel tattoo on my hip and everything.",0
"whoa.. angel tattoo.. okay, i probably cant hang",0
hi! how are you? worlds best aunt here! do you have any nephews nieces?,0
"i do not have any nephews or nieces, but i met an awesome girl last month.",0
nice! do you already think she is the one?,0
its hard to say. we have only been dating a month.,0
"good luck! do you work or study? i am in grad school, graduating this year!",0
i work a lot. i spend most my spare time in the outdoors.,0
"me too like the outdoors, especially with my dog! gosh, i love my dog! any pets?",0
no pets. i would love to get a dog to take on hikes!,0
do you cook and what food? that could help you with the lady!,0
"not a huge cooker, but i do make a pretty mean breakfast though love pancakes.",0
great! i enjoy italian and like to cook it.,0
i enjoy a good italian meal from time to time... whats your dogs name?,0
"hello, how are you this afternoon?",0
"i am fine thanks, did you start to read the book i lent you?",0
"no, sorry. i have been practicing basketball.",0
that is so good! i would come and watch but i cannot drive,0
i graduated college with a basketball scholarship. what did you go for?,0
i studied english history as i had books on it! whats your favourite number?,0
21. that is hebron james number.,0
mine is 7. suarez used to have that number.,0
"i had to have knee surgery a few months ago, my walking cast was in caps colors",0
wow! i love these chats as i am deaf and i can chat to different people.,0
"i do not like talking on the phone, never did. i prefer to text.",0
no one can see me either. i can scratch my nose etc,0
as long as you do not get cat scratch fever from doing so.,0
"oooh, that would be awful. do you get that?",0
"hello, how are you?",0
hi. i am good how about you?,0
good thank you. what do you enjoy doing? i enjoy being a fisherman,0
"i work on cars, but i really just like watching television.",0
"me too, my father used to be a cook so i watch food network a lot",0
i could stay on my couch and watch all day! what do you like to eat?,0
"fish, haha. my dad taught me a lot about fishing though.",0
nice. i really enjoy macaroni and cheese!,0
me too! my dad was a hard worker. what about your dad?,0
"yeah, he also got me into cars.",0
"cool, my dad was a good man who taught me right from wrong.",0
that is important. do you have any pets?,0
yes i have 7 cats that hang out at where my dad tends bar.,0
wow that is a lot of cats! i have 2 dogs.,0
i love dogs! what are your dogs names?,0
"penne and provolone, named after mac and cheese!",0
"hey, can you help me?",0
sure. what do you need?,0
i want to learn how to swim,0
i think you might be able to teach yourself in a shallow pool.,0
so you do not want to help me?,0
i can come help you but i can not get in. i have no swimsuit.,0
do you want to go and get burgers instead?,0
sure. i know a great place where i went last weekend after the protest.,0
will you take me there?,0
"sure, it will be fun and i can tell you about this book i just read.",0
"okay, but after this anime show is over",0
sometimes i watch anime at work. i work in legal.,0
"i hate working, i had to start young.",0
"my job is not very fulfilling, but it does make good money.",0
"hello, how are you this evening?",0
"i am fine, just up grading papers",0
i am a teacher too. what subject do you teach?,0
"awesome! i teach english, but i really want to be an established writer",0
"i teach history, my kids and i volunteer with the red cross.",0
we used to do that before my husband passed away! i have two girls,0
"i have two boys, they are a handful",0
"yes! i can only imagine, its been hard for me since i am raising them alone",0
"i imagine it is, i am divorced.",0
sorry to hear that! must be harder on the kids,0
"it is okay, they were very young, this is all they know.",0
yea it was hard for my kids too! i tell them stories to get by,0
i do the same. kids are stronger than we give them credit for.,0
that is true! they are tough,0
"my boys do not miss their father, he does not come around",0
that is horrible! he should be ashamed of himself!,0
hello?,0
"hello, how are you",0
"i am doing well, how are you?",0
"pretty good, sold cars all day, its my new job.",0
"that sounds fun, i just seem to cook all day. i enjoy it though.",0
"right on! you can cook me some pizza, its my fav!",0
maybe some time! my family has a killer recipe from italy that my three kids love.,0
does it involve meat? i love it!,0
of course. do you have family?,0
"yes i do, my wife taught for some time, and my kids are grown.",0
"lucky! i have been married a while, but married young. three kids too.",0
"that is great, maybe sometime i could paint a pic of your family, something i love.",0
my family back in italy would like that. my parents do not speak english though.,0
so then you speak italian?,0
italian and english. i moved to america when i was only 14.,0
by yourself?,0
"hi there, how are you today?",0
i am good thanks for asking,0
have you noticed that the seasons are changing?,0
what do you do for a living?,0
i am a college student and i work at a warehouse as a pick loader.,0
what are you going to school for?,0
i am majoring in accounting and minoring in business management.,0
how many more years do you have left?,0
i have 3 years left until i get my cpa license.,0
do you have any hobbies?,0
"yes, i like to sleep and eat organic foods. also, play in my brown hair.",0
i love sleeping as well,0
care to chat with a former actress that loves country music?,0
care to chat with a man who bowled a 300 twice?,0
i would love to! i really like the job i have now.,0
what are you doing now that you are not an actress?,0
i am a professional paid grandmother,0
a professional paid grandmother? do you want me to make you a rocking chair?,0
that would be so cool! do you eat meat?,0
"yeah, of course i do. how about yourself?",0
i really like all animals so i only eat vegan foods.,0
"ah, well i come from a big meat eating family. my dad was a cop.",0
"we have the usual pets, but thinking of getting a cow.",0
oh that is awesome! you could give me fresh steak.,0
oh heavens no we want to save it from slaughter!,0
just a joke... i was saved from slaughter once!,0
"lol, how did that happen?",0
"well, i was held hostage when i got caught up in a convenience store robbery.",0
good afternoon how are you today?,0
"i am doing ok, trying to clean up from hurricane harvey. how are you?",0
where do you live to be affected by harvey,0
i am in texas. i listen to ke ha to keep my spirits up while i clean.,0
i live in louisiana and we were affected also,0
i am sorry to here that. i keep waiting for my friend james save us...,0
i am employed in a grocery store,0
i work for james. can you keep a secret?,0
of course i can keep a secret,0
"james is the real ruler of the world, has been for a long time.",0
i love to ride my unicycle,0
james is going to take down the government using his secret plan.,0
gosh i hope not that is scary,0
"all i can say is, pudding gives me terrible gas, and he is going to use that.",0
i love pudding and it gives me gas,0
"james is a nice guy, do not be afraid, be excited. he has big plans for us.",0
"hello there, how are you this fine morning?",0
doing great. just had a huge fruit salad with sunflower seeds for lunch. you?,0
"nothing that healthy, sigh. i gorged on pizza after a long day of class",0
so unhealthy. i happen to be a fruitarian. i grow most of my food.,0
that is great. i teach kindergarten ; kids are the neatest at that age.,0
they sure are. full of curiosity. ever done a compost experiment with them?,0
no. but we do art. i rearrange the room every week so their perspective is always changing,0
cool. their brains need lots of stimulation. any hobbies?,0
fashion and shopping! i love to have a new look. you?,0
"i make some awesome soaps. my friends say i should sell them, but i do not know.",0
"you should! especially at craft shows, people love that kind of thing",0
"yeah, that might be fun. i will look into it. do you like craft shows?",0
"hi, blue spruce, how you be",0
i am great. i am watching my dogs play in the floor.,0
in the floor?? is that not dangerous?,0
"i am a vet, and an animal lover. playing in the floor is natural.",0
"i think they should play on the floor, not in it",0
"in or on, its the same.",0
oh no no no no no,0
if you say so so so,0
i say sew sew sew,0
i am guessing you spend time correcting people,0
"no no no, not at all. i love being wrong",0
"and obviously, annoyingly sarcastic as well",0
well yes. thank you. i love my black purse,0
do you find volunteer work satisfying?,0
"well, it is not wht i imagines",0
my son needs my help with something.,0
hi how are you today?,0
"hello, i am good. my dog is here with me now.",0
"back from a nice bike ride, do you enjoy any out door sports?",0
"i plan to take my dog for a walk today, the weather is beautiful.",0
the only walking i will be doing is to get to work at the restaurant later,0
i enjoy walking running. we have great paths here for it.,0
